snapshot,severity,time_s,accel_g
0,0.0,0.0104,1.03357
0,0.0,0.01045,0.87419
0,0.0,0.0105,0.66247
0,0.0,0.01055,0.9356
0,0.0,0.0106,0.80502
0,0.0,0.01065,0.7977
0,0.0,0.0107,0.78238
0,0.0,0.01075,0.94516
0,0.0,0.0108,0.91305
0,0.0,0.01085,1.13828
0,0.0,0.0109,0.76655
0,0.0,0.01095,0.57651
0,0.0,0.011,0.72905
0,0.0,0.01105,0.91649
0,0.0,0.0111,0.89553
0,0.0,0.01115,0.30874
0,0.0,0.0112,0.86336
0,0.0,0.01125,0.93405
0,0.0,0.0113,2.08077
0,0.0,0.01135,1.75484
0,0.0,0.0114,0.41056
0,0.0,0.01145,0.69181
0,0.0,0.0115,0.1778
0,0.0,0.01155,0.58479
0,0.0,0.0116,0.95022
0,0.0,0.01165,1.23868
0,0.0,0.0117,0.6219
0,0.0,0.01175,0.67799
0,0.0,0.0118,0.43429
0,0.0,0.01185,0.81745
0,0.0,0.0119,0.76198
0,0.0,0.01195,0.83417
0,0.0,0.012,0.88235
0,0.0,0.01205,0.85514
0,0.0,0.0121,1.12723
0,0.0,0.01215,1.16293
0,0.0,0.0122,0.2844
0,0.0,0.01225,1.25637
0,0.0,0.0123,1.24611
0,0.0,0.01235,0.12747
0,0.0,0.0124,-0.3906
0,0.0,0.01245,1.39387
0,0.0,0.0125,1.03629
0,0.0,0.01255,0.69413
0,0.0,0.0126,0.00111
0,0.0,0.01265,1.35796
0,0.0,0.0127,0.98762
0,0.0,0.01275,0.49586
0,0.0,0.0128,0.67028
0,0.0,0.01285,1.03393
0,0.0,0.0129,0.92623
0,0.0,0.01295,1.37124
0,0.0,0.013,0.95133
0,0.0,0.01305,0.94894
0,0.0,0.0131,0.82726
0,0.0,0.01315,0.97083
0,0.0,0.0132,0.82974
0,0.0,0.01325,0.83159
0,0.0,0.0133,0.88433
0,0.0,0.01335,0.90794
0,0.0,0.0134,0.89161
0,0.0,0.01345,0.88585
0,0.0,0.0135,0.71639
0,0.0,0.01355,0.97815
0,0.0,0.0136,0.8559
0,0.0,0.01365,1.67258
0,0.0,0.0137,1.53595
0,0.0,0.01375,1.06047
0,0.0,0.0138,0.53485
0,0.0,0.01385,0.35228
0,0.0,0.0139,1.48149
0,0.0,0.01395,1.02282
0,0.0,0.014,1.1304
0,0.0,0.01405,0.04053
0,0.0,0.0141,1.32894
0,0.0,0.01415,1.09536
0,0.0,0.0142,0.42543
0,0.0,0.01425,0.70965
0,0.0,0.0143,0.98129
0,0.0,0.01435,0.90571
0,0.0,0.0144,0.81648
0,0.0,0.01445,0.86833
0,0.0,0.0145,0.85228
0,0.0,0.01455,0.89972
0,0.0,0.0146,0.92272
0,0.0,0.01465,0.97211
0,0.0,0.0147,0.90544
0,0.0,0.01475,0.85567
0,0.0,0.0148,0.81993
0,0.0,0.01485,0.97476
0,0.0,0.0149,1.41514
0,0.0,0.01495,0.76043
0,0.0,0.015,0.19943
0,0.0,0.01505,1.52226
0,0.0,0.0151,0.4782
0,0.0,0.01515,1.02267
0,0.0,0.0152,0.89434
0,0.0,0.01525,1.38626
0,0.0,0.0153,1.02609
0,0.0,0.01535,0.21353
0,0.0,0.0154,0.57229
0,0.0,0.01545,0.0482
0,0.0,0.0155,0.3318
0,0.0,0.01555,0.66512
0,0.0,0.0156,0.19733
0,0.0,0.01565,0.69291
0,0.0,0.0157,0.60121
0,0.0,0.01575,0.8958
0,0.0,0.0158,0.81248
0,0.0,0.01585,0.90175
0,0.0,0.0159,0.75662
0,0.0,0.01595,0.81138
0,0.0,0.016,0.85194
0,0.0,0.01605,0.7791
0,0.0,0.0161,0.99917
0,0.0,0.01615,0.96188
0,0.0,0.0162,1.29244
0,0.0,0.01625,1.01824
0,0.0,0.0163,0.19693
0,0.0,0.01635,0.7422
0,0.0,0.0164,0.2515
0,0.0,0.01645,0.5178
0,0.0,0.0165,1.47924
0,0.0,0.01655,1.06009
0,0.0,0.0166,0.3894
0,0.0,0.01665,0.22696
0,0.0,0.0167,0.74143
0,0.0,0.01675,0.14095
0,0.0,0.0168,0.40753
0,0.0,0.01685,0.83693
0,0.0,0.0169,1.14856
0,0.0,0.01695,0.90352
0,0.0,0.017,-0.021
0,0.0,0.01705,0.753
0,0.0,0.0171,0.68141
0,0.0,0.01715,0.72099
0,0.0,0.0172,0.80158
0,0.0,0.01725,0.57019
0,0.0,0.0173,0.64813
0,0.0,0.01735,0.5764
0,0.0,0.0174,0.83877
0,0.0,0.01745,0.31865
0,0.0,0.0175,0.50736
0,0.0,0.01755,0.3375
0,0.0,0.0176,0.77696
0,0.0,0.01765,0.25914
0,0.0,0.0177,0.11445
0,0.0,0.01775,0.44825
0,0.0,0.0178,0.43254
0,0.0,0.01785,0.40141
0,0.0,0.0179,0.95269
0,0.0,0.01795,0.58714
0,0.0,0.018,0.57889
0,0.0,0.01805,0.30735
0,0.0,0.0181,0.01638
0,0.0,0.01815,0.94021
0,0.0,0.0182,0.51325
0,0.0,0.01825,-0.1043
0,0.0,0.0183,0.68836
0,0.0,0.01835,0.66573
0,0.0,0.0184,0.37084
0,0.0,0.01845,0.25301
0,0.0,0.0185,0.3952
0,0.0,0.01855,0.29347
0,0.0,0.0186,0.36533
0,0.0,0.01865,0.40382
0,0.0,0.0187,0.41072
0,0.0,0.01875,0.72125
0,0.0,0.0188,0.28357
0,0.0,0.01885,-0.22398
0,0.0,0.0189,0.81456
0,0.0,0.01895,0.12804
0,0.0,0.019,0.32447
0,0.0,0.01905,0.83513
0,0.0,0.0191,-0.47726
0,0.0,0.01915,-0.35387
0,0.0,0.0192,-0.55515
0,0.0,0.01925,-0.17509
0,0.0,0.0193,0.4286
0,0.0,0.01935,0.45483
0,0.0,0.0194,0.31678
0,0.0,0.01945,-0.47321
0,0.0,0.0195,-0.83307
0,0.0,0.01955,0.16945
0,0.0,0.0196,-0.03351
0,0.0,0.01965,0.26767
0,0.0,0.0197,0.29788
0,0.0,0.01975,0.128
0,0.0,0.0198,0.20761
0,0.0,0.01985,0.09706
0,0.0,0.0199,0.0847
0,0.0,0.01995,0.0585
0,0.0,0.02,0.04913
0,0.0,0.02005,-0.0022
0,0.0,0.0201,-0.14222
0,0.0,0.02015,0.09321
0,0.0,0.0202,-0.16508
0,0.0,0.02025,0.06313
0,0.0,0.0203,0.00571
0,0.0,0.02035,-0.39409
0,0.0,0.0204,0.82104
0,0.0,0.02045,0.53076
0,0.0,0.0205,0.63131
0,0.0,0.02055,1.05741
0,0.0,0.0206,0.22647
0,0.0,0.02065,-0.49724
0,0.0,0.0207,0.00163
0,0.0,0.02075,-0.24213
0,0.0,0.0208,-0.64765
0,0.0,0.02085,-0.72683
0,0.0,0.0209,-0.15892
0,0.0,0.02095,-0.65837
0,0.0,0.021,-0.23629
0,0.0,0.02105,-0.01531
0,0.0,0.0211,-0.11826
0,0.0,0.02115,-0.04195
0,0.0,0.0212,-0.18576
0,0.0,0.02125,-0.26024
0,0.0,0.0213,-0.24782
0,0.0,0.02135,-0.123
0,0.0,0.0214,-0.5151
0,0.0,0.02145,-0.23065
0,0.0,0.0215,-0.59613
0,0.0,0.02155,-0.18801
0,0.0,0.0216,-0.39249
0,0.0,0.02165,-1.07681
0,0.0,0.0217,0.02848
0,0.0,0.02175,-0.65346
0,0.0,0.0218,-0.64315
0,0.0,0.02185,-0.92445
0,0.0,0.0219,-0.73615
0,0.0,0.02195,-0.20647
0,0.0,0.022,-0.52379
0,0.0,0.02205,-0.28251
0,0.0,0.0221,-0.28358
0,0.0,0.02215,0.11415
0,0.0,0.0222,-0.6081
0,0.0,0.02225,-1.01885
0,0.0,0.0223,-0.14518
0,0.0,0.02235,-0.58967
0,0.0,0.0224,-0.25831
0,0.0,0.02245,-0.45192
0,0.0,0.0225,-0.54074
0,0.0,0.02255,-0.51576
0,0.0,0.0226,-0.55197
0,0.0,0.02265,-0.68352
0,0.0,0.0227,-0.56916
0,0.0,0.02275,-0.59757
0,0.0,0.0228,-0.82648
0,0.0,0.02285,-0.34693
0,0.0,0.0229,-0.70299
0,0.0,0.02295,-0.59173
0,0.0,0.023,-0.73707
0,0.0,0.02305,-0.25067
0,0.0,0.0231,0.11389
0,0.0,0.02315,0.36968
0,0.0,0.0232,-0.08564
0,0.0,0.02325,-0.41631
0,0.0,0.0233,-0.50649
0,0.0,0.02335,-1.60646
0,0.0,0.0234,-1.18924
0,0.0,0.02345,-0.23848
0,0.0,0.0235,-0.82548
0,0.0,0.02355,-0.52697
0,0.0,0.0236,-0.59197
0,0.0,0.02365,-0.75298
0,0.0,0.0237,-0.85993
0,0.0,0.02375,-0.63984
0,0.0,0.0238,-0.86927
0,0.0,0.02385,-0.61764
0,0.0,0.0239,-0.72448
0,0.0,0.02395,-0.6544
0,0.0,0.024,-0.71479
0,0.0,0.02405,-0.53138
0,0.0,0.0241,-0.72545
0,0.0,0.02415,-0.6014
0,0.0,0.0242,-0.76986
0,0.0,0.02425,-0.81608
0,0.0,0.0243,-1.06271
0,0.0,0.02435,-0.58367
0,0.0,0.0244,-1.15242
0,0.0,0.02445,-0.45796
0,0.0,0.0245,-0.24589
0,0.0,0.02455,-0.59728
0,0.0,0.0246,-0.92614
0,0.0,0.02465,-0.56155
0,0.0,0.0247,-0.93852
0,0.0,0.02475,-0.35752
0,0.0,0.0248,-1.60052
0,0.0,0.02485,-0.935
0,0.0,0.0249,-1.54067
0,0.0,0.02495,-1.29601
0,0.0,0.025,-0.41902
0,0.0,0.02505,-0.59925
0,0.0,0.0251,-0.93831
0,0.0,0.02515,-0.99577
0,0.0,0.0252,-1.00487
0,0.0,0.02525,-0.8184
0,0.0,0.0253,-0.94617
0,0.0,0.02535,-0.86713
0,0.0,0.0254,-0.7259
0,0.0,0.02545,-0.92497
0,0.0,0.0255,-0.39523
0,0.0,0.02555,-0.72836
0,0.0,0.0256,-0.86118
0,0.0,0.02565,-0.79132
0,0.0,0.0257,-1.17026
0,0.0,0.02575,-0.98632
0,0.0,0.0258,-1.14928
0,0.0,0.02585,-0.48938
0,0.0,0.0259,-1.27793
0,0.0,0.02595,-1.64229
0,0.0,0.026,-0.35404
0,0.0,0.02605,-0.40778
0,0.0,0.0261,-1.43881
0,0.0,0.02615,-0.74922
0,0.0,0.0262,-1.38419
0,0.0,0.02625,-0.67405
0,0.0,0.0263,-1.28352
0,0.0,0.02635,-0.8655
0,0.0,0.0264,-0.88518
0,0.0,0.02645,-1.07416
0,0.0,0.0265,-0.79462
0,0.0,0.02655,-0.79221
0,0.0,0.0266,-0.83805
0,0.0,0.02665,-0.79395
0,0.0,0.0267,-1.04065
0,0.0,0.02675,-0.70619
0,0.0,0.0268,-0.95916
0,0.0,0.02685,-0.48935
0,0.0,0.0269,-1.6396
0,0.0,0.02695,-1.12492
0,0.0,0.027,-1.5267
0,0.0,0.02705,-1.19255
0,0.0,0.0271,-0.70704
0,0.0,0.02715,-0.90971
0,0.0,0.0272,-0.94755
0,0.0,0.02725,-0.90044
0,0.0,0.0273,-0.71904
0,0.0,0.02735,-1.30895
0,0.0,0.0274,-0.48719
0,0.0,0.02745,-0.52283
0,0.0,0.0275,-0.65689
0,0.0,0.02755,-0.6049
0,0.0,0.0276,-0.7146
0,0.0,0.02765,-0.22075
0,0.0,0.0277,-0.83371
0,0.0,0.02775,-0.86952
0,0.0,0.0278,-0.91041
0,0.0,0.02785,-0.88668
0,0.0,0.0279,-0.82835
0,0.0,0.02795,-0.76946
0,0.0,0.028,-0.80001
0,0.0,0.02805,-0.85946
0,0.0,0.0281,-0.8164
0,0.0,0.02815,-0.60138
0,0.0,0.0282,-1.0861
0,0.0,0.02825,-1.06721
0,0.0,0.0283,-0.73898
0,0.0,0.02835,-0.52116
0,0.0,0.0284,-1.05109
0,0.0,0.02845,-0.88975
0,0.0,0.0285,-0.08747
0,0.0,0.02855,-0.76477
0,0.0,0.0286,-0.92891
0,0.0,0.02865,-0.35419
0,0.0,0.0287,-0.88794
0,0.0,0.02875,-0.12848
0,0.0,0.0288,-1.37399
0,0.0,0.02885,-1.29473
0,0.0,0.0289,-0.70376
0,0.0,0.02895,-0.9106
0,0.0,0.029,-0.14138
0,0.0,0.02905,-0.5403
0,0.0,0.0291,-0.74548
0,0.0,0.02915,-0.67771
0,0.0,0.0292,-0.82936
0,0.0,0.02925,-0.77554
0,0.0,0.0293,-0.87344
0,0.0,0.02935,-0.89893
0,0.0,0.0294,-0.75074
0,0.0,0.02945,-0.41404
0,0.0,0.0295,-1.14346
0,0.0,0.02955,-0.7113
0,0.0,0.0296,-0.113
0,0.0,0.02965,-1.47282
0,0.0,0.0297,-1.36041
0,0.0,0.02975,-0.99279
0,0.0,0.0298,-1.04788
0,0.0,0.02985,-0.39375
0,0.0,0.0299,-0.67612
0,0.0,0.02995,-1.68044
0,0.0,0.03,-0.54672
0,0.0,0.03005,-1.07136
0,0.0,0.0301,-0.22767
0,0.0,0.03015,-1.06396
0,0.0,0.0302,-1.04637
0,0.0,0.03025,-0.61593
0,0.0,0.0303,-0.57494
0,0.0,0.03035,-0.6923
0,0.0,0.0304,-1.13785
0,0.0,0.03045,-0.7303
0,0.0,0.0305,-0.89475
0,0.0,0.03055,-0.80293
0,0.0,0.0306,-0.76236
0,0.0,0.03065,-0.85263
0,0.0,0.0307,-0.69228
0,0.0,0.03075,-0.55171
0,0.0,0.0308,-0.99917
0,0.0,0.03085,-0.89107
0,0.0,0.0309,-0.60361
0,0.0,0.03095,-1.38613
0,0.0,0.031,-0.63498
0,0.0,0.03105,-0.83803
0,0.0,0.0311,-0.95274
0,0.0,0.03115,-0.52346
0,0.0,0.0312,-1.06335
0,0.0,0.03125,-0.56383
0,0.0,0.0313,-0.62874
0,0.0,0.03135,-1.49086
0,0.0,0.0314,-0.35416
0,0.0,0.03145,0.21774
0,0.0,0.0315,-1.49358
0,0.0,0.03155,-1.78142
0,0.0,0.0316,-0.7114
0,0.0,0.03165,-0.30466
0,0.0,0.0317,-0.77665
0,0.0,0.03175,-0.79967
0,0.0,0.0318,-0.8292
0,0.0,0.03185,-0.78702
0,0.0,0.0319,-0.85619
0,0.0,0.03195,-0.82727
0,0.0,0.032,-1.03345
0,0.0,0.03205,-0.74105
0,0.0,0.0321,-0.39823
0,0.0,0.03215,-0.81817
0,0.0,0.0322,-0.97759
0,0.0,0.03225,-0.92222
0,0.0,0.0323,-0.623
0,0.0,0.03235,-1.62976
0,0.0,0.0324,-0.80013
0,0.0,0.03245,-1.06615
0,0.0,0.0325,0.03279
0,0.0,0.03255,-0.96912
0,0.0,0.0326,-0.05288
0,0.0,0.03265,-1.42682
0,0.0,0.0327,-0.60896
0,0.0,0.03275,-0.74498
0,0.0,0.0328,-1.26094
0,0.0,0.03285,-0.82398
0,0.0,0.0329,-0.46881
0,0.0,0.03295,-0.99632
0,0.0,0.033,-1.33602
0,0.0,0.03305,-0.9038
0,0.0,0.0331,-1.0382
0,0.0,0.03315,-0.93548
0,0.0,0.0332,-0.90771
0,0.0,0.03325,-0.86588
0,0.0,0.0333,-0.77453
0,0.0,0.03335,-0.97648
0,0.0,0.0334,-0.80804
0,0.0,0.03345,-0.2742
0,0.0,0.0335,-1.14644
0,0.0,0.03355,-1.00718
0,0.0,0.0336,-0.64084
0,0.0,0.03365,-0.3642
0,0.0,0.0337,-1.29102
0,0.0,0.03375,-1.08188
0,0.0,0.0338,-2.07969
0,0.0,0.03385,-1.12756
0,0.0,0.0339,-1.11301
0,0.0,0.03395,-0.83688
0,0.0,0.034,-1.31576
0,0.0,0.03405,-1.21195
0,0.0,0.0341,-1.47396
0,0.0,0.03415,-0.70596
0,0.0,0.0342,-0.75713
0,0.0,0.03425,-0.76054
0,0.0,0.0343,-1.14752
0,0.0,0.03435,-1.27533
0,0.0,0.0344,-0.83519
0,0.0,0.03445,-0.86475
0,0.0,0.0345,-0.94018
0,0.0,0.03455,-0.91489
0,0.0,0.0346,-0.87079
0,0.0,0.03465,-1.15561
0,0.0,0.0347,-1.04969
0,0.0,0.03475,-1.08394
0,0.0,0.0348,-1.5374
0,0.0,0.03485,-1.21634
0,0.0,0.0349,-1.23905
0,0.0,0.03495,-0.98755
0,0.0,0.035,-0.42502
0,0.0,0.03505,-1.01587
0,0.0,0.0351,-1.39495
0,0.0,0.03515,-0.92725
0,0.0,0.0352,-0.37309
0,0.0,0.03525,-1.38141
0,0.0,0.0353,-1.33965
0,0.0,0.03535,-0.62205
0,0.0,0.0354,-0.98738
0,0.0,0.03545,-0.6045
0,0.0,0.0355,-0.88529
0,0.0,0.03555,-0.62496
0,0.0,0.0356,-1.19913
0,0.0,0.03565,-0.87273
0,0.0,0.0357,-0.91112
0,0.0,0.03575,-1.05714
0,0.0,0.0358,-1.01989
0,0.0,0.03585,-0.82263
0,0.0,0.0359,-0.84451
0,0.0,0.03595,-0.77066
0,0.0,0.036,-0.82772
0,0.0,0.03605,-1.04579
0,0.0,0.0361,-0.28363
0,0.0,0.03615,-0.3917
0,0.0,0.0362,-0.51035
0,0.0,0.03625,-1.36616
0,0.0,0.0363,-0.92628
0,0.0,0.03635,-1.14421
0,0.0,0.0364,-0.26482
0,0.0,0.03645,-0.24883
0,0.0,0.0365,-1.00818
0,0.0,0.03655,-0.80893
0,0.0,0.0366,-1.04609
0,0.0,0.03665,-0.67551
0,0.0,0.0367,-0.89097
0,0.0,0.03675,-0.82404
0,0.0,0.0368,-1.07088
0,0.0,0.03685,-1.0474
0,0.0,0.0369,-0.17968
0,0.0,0.03695,-0.06057
0,0.0,0.037,-0.96349
0,0.0,0.03705,-0.93855
0,0.0,0.0371,-0.56171
0,0.0,0.03715,-0.54589
0,0.0,0.0372,-0.68768
0,0.0,0.03725,-0.64174
0,0.0,0.0373,-0.49499
0,0.0,0.03735,-0.58105
0,0.0,0.0374,-0.72961
0,0.0,0.03745,-0.87636
0,0.0,0.0375,-0.63074
0,0.0,0.03755,-0.73111
0,0.0,0.0376,-1.01493
0,0.0,0.03765,0.26715
0,0.0,0.0377,0.21367
0,0.0,0.03775,-0.04742
0,0.0,0.0378,-1.03011
0,0.0,0.03785,-0.14231
0,0.0,0.0379,-0.23919
0,0.0,0.03795,-0.33031
0,0.0,0.038,0.06209
0,0.0,0.03805,-0.23545
0,0.0,0.0381,-0.19612
0,0.0,0.03815,-0.251
0,0.0,0.0382,-0.3727
0,0.0,0.03825,-1.06206
0,0.0,0.0383,-0.45288
0,0.0,0.03835,-0.5898
0,0.0,0.0384,-0.67171
0,0.0,0.03845,-0.25259
0,0.0,0.0385,-0.3368
0,0.0,0.03855,-0.42617
0,0.0,0.0386,-0.42571
0,0.0,0.03865,-0.56153
0,0.0,0.0387,-0.38908
0,0.0,0.03875,-0.42231
0,0.0,0.0388,-0.05582
0,0.0,0.03885,-0.48266
0,0.0,0.0389,-0.36294
0,0.0,0.03895,0.20218
0,0.0,0.039,-0.29449
0,0.0,0.03905,-0.26808
0,0.0,0.0391,-1.16097
0,0.0,0.03915,-0.72356
0,0.0,0.0392,-0.27482
0,0.0,0.03925,-0.38088
0,0.0,0.0393,-0.26649
0,0.0,0.03935,-0.13663
0,0.0,0.0394,0.26783
0,0.0,0.03945,-0.14439
0,0.0,0.0395,0.09362
0,0.0,0.03955,0.25175
0,0.0,0.0396,-0.32641
0,0.0,0.03965,-0.25848
0,0.0,0.0397,0.21436
0,0.0,0.03975,-0.11612
0,0.0,0.0398,-0.21058
0,0.0,0.03985,-0.14172
0,0.0,0.0399,-0.06769
0,0.0,0.03995,-0.08101
0,0.0,0.04,-0.19408
0,0.0,0.04005,-0.27619
0,0.0,0.0401,0.03996
0,0.0,0.04015,0.07977
0,0.0,0.0402,0.42395
0,0.0,0.04025,0.4155
0,0.0,0.0403,-0.05316
0,0.0,0.04035,-0.54516
0,0.0,0.0404,-0.12357
0,0.0,0.04045,0.14571
0,0.0,0.0405,-0.04871
0,0.0,0.04055,-0.22476
0,0.0,0.0406,0.20154
0,0.0,0.04065,-0.15507
0,0.0,0.0407,-0.19133
0,0.0,0.04075,0.24979
0,0.0,0.0408,-0.03956
0,0.0,0.04085,0.22765
0,0.0,0.0409,0.23896
0,0.0,0.04095,-0.16245
0,0.0,0.041,0.06034
0,0.0,0.04105,0.44199
0,0.0,0.0411,0.05307
0,0.0,0.04115,0.07008
0,0.0,0.0412,0.20788
0,0.0,0.04125,0.22916
0,0.0,0.0413,0.23869
0,0.0,0.04135,0.27322
0,0.0,0.0414,-0.00507
0,0.0,0.04145,1.00692
0,0.0,0.0415,0.15999
0,0.0,0.04155,-0.27012
0,0.0,0.0416,0.76213
0,0.0,0.04165,0.48471
0,0.0,0.0417,0.67715
0,0.0,0.04175,0.77063
0,0.0,0.0418,0.51272
0,0.0,0.04185,-0.35071
0,0.0,0.0419,-0.54374
0,0.0,0.04195,0.54781
0,0.0,0.042,-0.51474
0,0.0,0.04205,0.38684
0,0.0,0.0421,-0.3372
0,0.0,0.04215,0.45956
0,0.0,0.0422,0.38592
0,0.0,0.04225,0.3283
0,0.0,0.0423,-0.38446
0,0.0,0.04235,0.28125
0,0.0,0.0424,0.58053
0,0.0,0.04245,0.3833
