timestamp,equipment_id,equipment_type,vibration_rms,vibration_peak,kurtosis,crest_factor,current_a,bearing_temp,pressure_out,flow_rate,rpm,degradation,fault_type,failure_flag
2025-01-02 21:00:00,PUMP-101,pump,2.033,5.175,2.986,2.964,50.068,44.811,4.796,98.611,1493.018,0.0,normal,0
2025-01-02 22:00:00,PUMP-101,pump,2.131,5.764,3.062,3.034,49.588,43.575,5.003,98.115,1478.119,0.0,normal,0
2025-01-02 23:00:00,PUMP-101,pump,2.034,6.236,2.827,2.707,48.192,44.357,4.888,101.873,1477.71,0.0,normal,0
2025-01-03 00:00:00,PUMP-101,pump,2.102,5.367,3.016,3.038,49.828,45.441,4.962,99.271,1483.845,0.0,normal,0
2025-01-03 01:00:00,PUMP-101,pump,2.01,6.59,2.961,2.635,48.441,45.316,5.066,100.255,1484.096,0.0,normal,0
2025-01-03 02:00:00,PUMP-101,pump,2.043,6.147,3.185,2.828,50.967,43.746,4.936,99.873,1477.325,0.0,normal,0
2025-01-03 03:00:00,PUMP-101,pump,2.095,6.339,2.983,3.045,51.517,44.421,5.023,101.463,1477.984,0.0,normal,0
2025-01-03 04:00:00,PUMP-101,pump,1.781,5.772,3.167,3.048,49.203,44.535,4.97,98.307,1482.706,0.0,normal,0
2025-01-03 05:00:00,PUMP-101,pump,1.952,6.326,2.89,2.884,50.302,44.708,5.067,97.849,1475.862,0.0,normal,0
2025-01-03 06:00:00,PUMP-101,pump,1.929,6.427,3.059,2.929,49.275,43.899,5.048,100.449,1477.947,0.0,normal,0
2025-01-03 07:00:00,PUMP-101,pump,1.904,6.093,3.032,3.137,49.372,44.497,4.931,101.202,1480.448,0.0,normal,0
2025-01-03 08:00:00,PUMP-101,pump,1.959,6.094,2.913,2.952,50.774,44.417,4.983,100.665,1484.98,0.0,normal,0
2025-01-03 09:00:00,PUMP-101,pump,2.224,6.108,3.018,3.224,49.961,45.617,5.104,98.381,1476.977,0.0,normal,0
2025-01-03 10:00:00,PUMP-101,pump,1.87,5.655,3.121,3.0,51.74,45.647,5.039,101.355,1470.788,0.0,normal,0
2025-01-03 11:00:00,PUMP-101,pump,2.145,5.941,2.968,3.041,49.518,44.883,4.86,98.512,1470.417,0.0,normal,0
2025-01-03 12:00:00,PUMP-101,pump,1.748,5.939,2.831,3.162,50.999,44.686,5.066,98.957,1473.703,0.0,normal,0
2025-01-03 13:00:00,PUMP-101,pump,1.95,6.153,2.998,3.013,50.097,45.112,4.892,98.112,1473.434,0.0,normal,0
2025-01-03 14:00:00,PUMP-101,pump,2.024,6.4,2.91,2.9,50.796,44.347,5.141,102.602,1479.227,0.0,normal,0
2025-01-03 15:00:00,PUMP-101,pump,2.088,5.577,2.966,2.989,49.553,44.083,5.102,101.267,1474.056,0.0,normal,0
2025-01-03 16:00:00,PUMP-101,pump,2.107,5.95,2.992,2.996,49.95,44.248,5.029,101.21,1476.486,0.0,normal,0
2025-01-03 17:00:00,PUMP-101,pump,2.119,6.593,2.829,2.864,49.885,44.492,5.016,102.494,1476.13,0.0,normal,0
2025-01-03 18:00:00,PUMP-101,pump,1.948,5.703,2.838,2.974,49.164,44.069,4.979,105.625,1477.797,0.0,normal,0
2025-01-03 19:00:00,PUMP-101,pump,1.931,5.671,3.048,2.926,50.662,45.13,5.068,96.582,1486.613,0.0,normal,0
2025-01-03 20:00:00,PUMP-101,pump,2.129,6.081,2.948,3.092,50.65,45.584,4.963,98.523,1483.31,0.0,normal,0
2025-01-03 21:00:00,PUMP-101,pump,1.971,6.338,2.744,3.003,50.594,43.73,5.024,98.768,1480.081,0.0,normal,0
2025-01-03 22:00:00,PUMP-101,pump,1.809,6.005,3.078,2.972,51.537,45.02,5.087,98.298,1477.695,0.0,normal,0
2025-01-03 23:00:00,PUMP-101,pump,1.83,6.532,3.027,2.989,51.449,44.824,4.944,97.845,1477.834,0.0,normal,0
2025-01-04 00:00:00,PUMP-101,pump,1.862,6.343,2.929,3.022,49.625,45.273,4.938,99.401,1481.639,0.0,normal,0
2025-01-04 01:00:00,PUMP-101,pump,2.075,6.337,2.868,3.062,50.373,44.99,4.881,97.567,1482.921,0.0,normal,0
2025-01-04 02:00:00,PUMP-101,pump,2.021,6.222,3.084,2.9,49.376,43.837,4.894,100.67,1475.462,0.0,normal,0
2025-01-04 03:00:00,PUMP-101,pump,2.104,6.931,3.035,2.896,50.023,43.99,4.817,100.103,1480.182,0.0,normal,0
2025-01-04 04:00:00,PUMP-101,pump,1.936,5.918,3.238,3.11,49.4,45.024,5.073,100.962,1469.842,0.0,normal,0
2025-01-04 05:00:00,PUMP-101,pump,2.024,5.199,3.042,2.959,51.62,45.823,5.181,101.015,1481.059,0.0,normal,0
2025-01-04 06:00:00,PUMP-101,pump,2.094,6.642,3.039,2.858,50.364,43.229,5.143,101.206,1483.811,0.0,normal,0
2025-01-04 07:00:00,PUMP-101,pump,1.954,5.817,2.983,3.044,49.782,45.277,4.837,99.253,1478.6,0.0,normal,0
2025-01-04 08:00:00,PUMP-101,pump,2.069,6.043,3.082,3.046,51.194,45.952,5.072,104.242,1489.083,0.0,normal,0
2025-01-04 09:00:00,PUMP-101,pump,1.901,6.524,3.063,2.847,47.829,44.878,5.142,100.469,1475.594,0.0,normal,0
2025-01-04 10:00:00,PUMP-101,pump,1.946,5.359,3.125,3.023,47.986,45.44,4.954,96.275,1481.087,0.0,normal,0
2025-01-04 11:00:00,PUMP-101,pump,1.943,5.499,2.948,3.074,50.796,44.438,5.01,97.995,1479.821,0.0,normal,0
2025-01-04 12:00:00,PUMP-101,pump,1.821,5.359,2.956,3.037,50.06,44.905,4.799,96.519,1479.499,0.0,normal,0
2025-01-04 13:00:00,PUMP-101,pump,2.073,5.682,2.952,3.063,50.25,43.703,5.027,100.035,1479.428,0.0,normal,0
2025-01-04 14:00:00,PUMP-101,pump,1.93,6.176,3.079,2.86,48.674,43.125,4.894,99.756,1480.536,0.0,normal,0
2025-01-04 15:00:00,PUMP-101,pump,2.002,6.21,3.15,3.033,49.977,45.754,5.02,99.063,1484.24,0.0,normal,0
2025-01-04 16:00:00,PUMP-101,pump,2.072,6.111,2.954,2.97,52.004,44.212,4.844,104.022,1486.889,0.0,normal,0
2025-01-04 17:00:00,PUMP-101,pump,2.067,5.435,2.958,2.952,50.824,44.636,5.054,101.098,1479.989,0.0,normal,0
2025-01-04 18:00:00,PUMP-101,pump,2.1,5.076,3.031,3.087,50.17,43.891,5.102,101.452,1484.077,0.0,normal,0
2025-01-04 19:00:00,PUMP-101,pump,1.985,6.022,2.975,3.148,49.561,43.872,4.922,98.138,1476.491,0.0,normal,0
2025-01-04 20:00:00,PUMP-101,pump,1.937,5.811,3.095,3.179,49.605,44.861,4.886,98.002,1483.83,0.0,normal,0
2025-01-04 21:00:00,PUMP-101,pump,1.988,6.184,2.775,3.131,47.871,44.416,4.784,100.074,1476.19,0.0,normal,0
2025-01-04 22:00:00,PUMP-101,pump,1.747,6.281,2.917,2.989,50.258,45.302,4.973,100.346,1485.453,0.0,normal,0
2025-01-04 23:00:00,PUMP-101,pump,1.783,6.055,2.922,3.035,50.845,45.362,4.942,96.287,1491.053,0.0,normal,0
2025-01-05 00:00:00,PUMP-101,pump,1.802,6.304,2.768,3.077,48.424,45.257,4.845,99.639,1479.39,0.0,normal,0
2025-01-05 01:00:00,PUMP-101,pump,1.85,6.092,2.904,3.012,49.339,45.191,5.045,100.028,1469.037,0.0,normal,0
2025-01-05 02:00:00,PUMP-101,pump,2.06,6.212,2.908,3.013,48.843,46.262,4.955,99.57,1477.26,0.0,normal,0
2025-01-05 03:00:00,PUMP-101,pump,1.864,5.718,2.98,3.082,49.035,44.146,4.892,98.373,1486.159,0.0,normal,0
2025-01-05 04:00:00,PUMP-101,pump,1.943,5.928,3.111,2.994,50.053,44.956,4.945,98.921,1482.765,0.0,normal,0
2025-01-05 05:00:00,PUMP-101,pump,2.195,6.079,2.975,2.927,47.916,45.906,5.107,99.646,1481.245,0.0,normal,0
2025-01-05 06:00:00,PUMP-101,pump,1.947,6.328,2.897,2.959,50.614,46.012,5.06,100.182,1485.043,0.0,normal,0
2025-01-05 07:00:00,PUMP-101,pump,2.111,5.843,2.994,3.063,50.754,43.863,4.987,101.21,1482.422,0.0,normal,0
2025-01-05 08:00:00,PUMP-101,pump,1.86,6.208,3.105,3.0,49.749,44.75,5.062,102.162,1486.089,0.0,normal,0
2025-01-05 09:00:00,PUMP-101,pump,1.969,5.894,2.902,3.034,47.519,46.086,4.884,99.411,1484.597,0.0,normal,0
2025-01-05 10:00:00,PUMP-101,pump,1.857,5.953,2.909,3.067,49.004,45.406,5.003,99.088,1487.609,0.0,normal,0
2025-01-05 11:00:00,PUMP-101,pump,1.949,6.332,3.056,2.963,51.233,45.156,5.015,100.875,1481.794,0.0,normal,0
2025-01-05 12:00:00,PUMP-101,pump,2.126,5.203,2.978,3.076,47.222,44.826,4.953,101.222,1484.526,0.0,normal,0
2025-01-05 13:00:00,PUMP-101,pump,1.741,5.481,3.065,3.038,49.652,44.693,5.044,99.132,1478.464,0.0,normal,0
2025-01-05 14:00:00,PUMP-101,pump,2.065,5.407,2.999,2.877,48.82,45.231,4.922,101.581,1476.993,0.0,normal,0
2025-01-05 15:00:00,PUMP-101,pump,2.036,5.067,3.07,3.144,50.805,44.798,5.051,101.959,1488.534,0.0,normal,0
2025-01-05 16:00:00,PUMP-101,pump,1.911,5.729,2.896,2.95,49.325,44.966,5.055,102.583,1481.081,0.0,normal,0
2025-01-05 17:00:00,PUMP-101,pump,1.783,6.3,2.999,2.834,50.404,45.063,4.708,103.557,1484.024,0.0,normal,0
2025-01-05 18:00:00,PUMP-101,pump,2.011,5.886,2.979,2.895,50.565,44.458,5.119,98.267,1480.619,0.0,normal,0
2025-01-05 19:00:00,PUMP-101,pump,1.921,6.079,2.878,2.898,51.836,45.426,4.695,100.028,1477.067,0.0,normal,0
2025-01-05 20:00:00,PUMP-101,pump,2.035,6.436,2.844,3.005,49.797,47.331,4.938,100.023,1480.055,0.0,normal,0
2025-01-05 21:00:00,PUMP-101,pump,2.003,6.531,3.069,2.973,50.376,43.578,5.103,99.804,1487.18,0.0,normal,0
2025-01-05 22:00:00,PUMP-101,pump,2.24,5.972,2.965,2.966,48.515,45.259,4.968,98.701,1482.776,0.0,normal,0
2025-01-05 23:00:00,PUMP-101,pump,1.964,6.541,2.898,3.062,51.19,44.392,4.853,97.029,1471.443,0.0,normal,0
2025-01-06 00:00:00,PUMP-101,pump,1.846,6.037,2.99,3.034,49.239,45.462,4.891,100.185,1478.924,0.0,normal,0
2025-01-06 01:00:00,PUMP-101,pump,2.027,5.665,3.113,3.032,49.439,45.037,5.103,98.463,1488.911,0.0,normal,0
2025-01-06 02:00:00,PUMP-101,pump,2.033,5.762,2.772,3.041,49.978,45.609,4.808,100.172,1478.931,0.0,normal,0
2025-01-06 03:00:00,PUMP-101,pump,2.204,5.408,2.85,3.062,48.437,45.94,5.113,98.412,1470.998,0.0,normal,0
2025-01-06 04:00:00,PUMP-101,pump,2.125,5.645,2.908,2.789,50.229,45.154,4.994,97.801,1489.465,0.0,normal,0
2025-01-06 05:00:00,PUMP-101,pump,2.054,5.857,3.146,2.964,50.967,45.906,4.881,100.469,1483.412,0.0,normal,0
2025-01-06 06:00:00,PUMP-101,pump,2.219,6.321,3.028,2.782,50.293,43.125,4.942,100.302,1479.65,0.0,normal,0
2025-01-06 07:00:00,PUMP-101,pump,1.822,6.688,3.077,3.004,48.411,46.272,4.898,101.159,1478.143,0.0,normal,0
2025-01-06 08:00:00,PUMP-101,pump,1.904,5.447,2.886,3.0,49.876,45.3,5.087,104.372,1485.412,0.0,normal,0
2025-01-06 09:00:00,PUMP-101,pump,1.861,6.157,2.888,3.105,50.742,45.862,5.073,100.555,1477.29,0.0,normal,0
2025-01-06 10:00:00,PUMP-101,pump,1.942,5.584,3.045,3.119,48.122,44.024,4.828,100.97,1485.741,0.0,normal,0
2025-01-06 11:00:00,PUMP-101,pump,1.793,6.19,3.006,3.02,48.925,44.335,4.96,97.845,1482.711,0.0,normal,0
2025-01-06 12:00:00,PUMP-101,pump,2.095,5.948,3.055,2.95,50.877,45.117,4.914,97.426,1481.223,0.0,normal,0
2025-01-06 13:00:00,PUMP-101,pump,1.967,5.268,2.981,3.049,50.27,44.986,5.129,103.166,1480.728,0.0,normal,0
2025-01-06 14:00:00,PUMP-101,pump,1.779,6.371,3.028,2.947,50.412,45.226,4.865,98.153,1479.125,0.0,normal,0
2025-01-06 15:00:00,PUMP-101,pump,1.848,5.758,3.016,3.0,51.859,45.868,5.16,97.912,1485.228,0.0,normal,0
2025-01-06 16:00:00,PUMP-101,pump,2.047,5.786,3.078,3.099,50.469,43.588,4.997,99.922,1475.673,0.0,normal,0
2025-01-06 17:00:00,PUMP-101,pump,2.126,5.572,3.081,2.944,50.658,45.779,4.884,99.82,1471.89,0.0,normal,0
2025-01-06 18:00:00,PUMP-101,pump,2.3,5.738,2.838,3.081,52.711,45.007,4.932,98.195,1483.072,0.0,normal,0
2025-01-06 19:00:00,PUMP-101,pump,2.437,6.171,2.775,3.068,49.786,44.837,4.92,99.39,1483.156,0.0,normal,0
2025-01-06 20:00:00,PUMP-101,pump,2.062,5.924,3.1,2.905,49.202,43.823,4.873,102.459,1482.401,0.0,normal,0
2025-01-06 21:00:00,PUMP-101,pump,1.852,6.131,3.119,3.097,50.428,45.402,5.009,98.388,1482.039,0.0,normal,0
2025-01-06 22:00:00,PUMP-101,pump,1.68,6.145,2.898,3.07,50.439,43.069,4.877,97.213,1478.397,0.0,normal,0
2025-01-06 23:00:00,PUMP-101,pump,2.04,6.528,2.814,3.01,49.473,45.519,4.782,101.885,1483.937,0.0,normal,0
2025-01-07 00:00:00,PUMP-101,pump,1.878,5.863,3.01,2.924,48.968,43.806,4.962,100.985,1479.772,0.0,normal,0
2025-01-07 01:00:00,PUMP-101,pump,1.938,5.409,3.093,2.914,52.31,45.043,4.82,98.759,1477.564,0.0,normal,0
2025-01-07 02:00:00,PUMP-101,pump,1.908,6.427,3.18,2.946,50.327,44.905,4.925,96.836,1478.441,0.0,normal,0
2025-01-07 03:00:00,PUMP-101,pump,1.979,5.867,3.052,3.054,49.268,45.936,4.909,98.511,1490.103,0.0,normal,0
2025-01-07 04:00:00,PUMP-101,pump,2.16,6.446,2.963,2.904,50.916,44.857,4.913,99.891,1471.325,0.0,normal,0
2025-01-07 05:00:00,PUMP-101,pump,2.024,6.153,2.911,3.044,49.891,44.445,5.2,102.331,1482.499,0.0,normal,0
2025-01-07 06:00:00,PUMP-101,pump,1.976,5.948,3.001,2.876,49.747,44.595,5.006,97.927,1471.604,0.0,normal,0
2025-01-07 07:00:00,PUMP-101,pump,1.845,6.14,2.97,2.98,50.562,46.018,5.025,99.831,1479.459,0.0,normal,0
2025-01-07 08:00:00,PUMP-101,pump,1.749,6.78,2.898,3.011,48.708,45.429,4.822,101.35,1477.832,0.0,normal,0
2025-01-07 09:00:00,PUMP-101,pump,1.927,6.831,3.205,3.245,50.353,44.691,4.935,95.237,1469.575,0.0,normal,0
2025-01-07 10:00:00,PUMP-101,pump,1.992,6.028,3.179,2.862,51.913,44.811,5.022,102.068,1481.945,0.0,normal,0
2025-01-07 11:00:00,PUMP-101,pump,2.265,6.064,3.114,3.147,50.466,43.746,4.898,97.635,1478.1,0.0,normal,0
2025-01-07 12:00:00,PUMP-101,pump,2.02,6.43,2.908,3.015,49.624,45.311,5.091,100.664,1469.504,0.0,normal,0
2025-01-07 13:00:00,PUMP-101,pump,2.147,5.662,3.086,3.041,49.493,43.592,4.88,100.493,1484.198,0.0,normal,0
2025-01-07 14:00:00,PUMP-101,pump,1.925,6.133,3.064,3.012,49.59,45.601,4.971,102.169,1487.175,0.0,normal,0
2025-01-07 15:00:00,PUMP-101,pump,1.822,5.99,3.044,3.044,49.746,45.103,4.941,101.102,1487.451,0.0,normal,0
2025-01-07 16:00:00,PUMP-101,pump,1.855,6.126,3.125,2.985,49.622,46.91,5.016,95.245,1481.795,0.0,normal,0
2025-01-07 17:00:00,PUMP-101,pump,1.891,5.667,3.064,3.145,50.916,44.12,4.936,98.43,1480.23,0.0,normal,0
2025-01-07 18:00:00,PUMP-101,pump,2.319,5.364,3.074,2.954,48.267,44.918,4.973,100.276,1486.641,0.0,normal,0
2025-01-07 19:00:00,PUMP-101,pump,1.877,5.171,3.064,3.113,50.862,46.439,4.976,99.61,1488.412,0.0,normal,0
2025-01-07 20:00:00,PUMP-101,pump,2.126,5.553,3.034,2.936,49.62,45.953,4.927,100.955,1485.668,0.0,normal,0
2025-01-07 21:00:00,PUMP-101,pump,1.865,5.817,2.822,2.994,50.377,44.443,5.049,101.579,1475.292,0.0,normal,0
2025-01-07 22:00:00,PUMP-101,pump,2.14,5.883,3.008,2.893,48.873,45.179,5.024,101.217,1481.007,0.0,normal,0
2025-01-07 23:00:00,PUMP-101,pump,2.058,6.775,2.944,3.046,51.329,45.002,4.991,99.571,1482.198,0.0,normal,0
2025-01-08 00:00:00,PUMP-101,pump,1.977,6.442,2.872,3.145,51.246,45.226,4.957,96.307,1470.952,0.0,normal,0
2025-01-08 01:00:00,PUMP-101,pump,1.994,5.615,3.168,2.992,50.96,44.441,5.08,99.089,1482.347,0.0,normal,0
2025-01-08 02:00:00,PUMP-101,pump,1.902,6.139,3.173,2.98,48.485,44.929,4.976,100.833,1491.365,0.0,normal,0
2025-01-08 03:00:00,PUMP-101,pump,2.067,5.837,3.136,2.889,50.829,43.722,4.969,97.819,1483.2,0.0,normal,0
2025-01-08 04:00:00,PUMP-101,pump,1.932,5.886,3.026,2.977,50.405,45.108,5.01,101.263,1487.367,0.0,normal,0
2025-01-08 05:00:00,PUMP-101,pump,1.816,6.074,3.135,2.841,48.395,45.36,5.17,101.817,1480.915,0.0,normal,0
2025-01-08 06:00:00,PUMP-101,pump,1.808,6.248,3.001,2.909,49.976,44.818,4.866,100.254,1479.634,0.0,normal,0
2025-01-08 07:00:00,PUMP-101,pump,2.026,5.864,3.02,3.023,50.365,43.708,5.077,93.872,1481.906,0.0,normal,0
2025-01-08 08:00:00,PUMP-101,pump,2.237,6.426,2.891,3.132,50.556,45.791,4.811,97.444,1475.921,0.0,normal,0
2025-01-08 09:00:00,PUMP-101,pump,2.024,5.543,3.04,3.281,50.177,45.292,5.022,103.772,1475.181,0.0,normal,0
2025-01-08 10:00:00,PUMP-101,pump,1.982,6.003,3.006,2.941,50.291,44.419,5.158,98.907,1486.332,0.0,normal,0
2025-01-08 11:00:00,PUMP-101,pump,2.043,7.039,2.87,3.144,51.474,44.776,5.049,96.032,1486.862,0.0,normal,0
2025-01-08 12:00:00,PUMP-101,pump,2.196,6.089,2.995,3.024,51.226,43.799,5.017,102.47,1475.044,0.0,normal,0
2025-01-08 13:00:00,PUMP-101,pump,2.033,6.573,2.992,2.985,47.133,44.18,4.944,100.027,1484.84,0.0,normal,0
2025-01-08 14:00:00,PUMP-101,pump,1.938,6.037,3.18,3.043,49.683,44.57,5.003,102.21,1479.565,0.0,normal,0
2025-01-08 15:00:00,PUMP-101,pump,2.166,6.232,3.089,3.006,49.835,45.983,4.975,100.554,1481.699,0.0,normal,0
2025-01-08 16:00:00,PUMP-101,pump,2.064,5.977,3.001,3.011,48.248,44.488,4.921,100.917,1482.301,0.0,normal,0
2025-01-08 17:00:00,PUMP-101,pump,2.23,5.932,3.025,2.959,50.094,45.512,4.971,100.726,1484.972,0.0,normal,0
2025-01-08 18:00:00,PUMP-101,pump,2.027,5.688,3.004,2.86,51.249,44.569,5.02,101.395,1480.414,0.0,normal,0
2025-01-08 19:00:00,PUMP-101,pump,1.816,6.172,2.98,2.846,48.913,45.198,4.923,104.555,1487.051,0.0,normal,0
2025-01-08 20:00:00,PUMP-101,pump,1.795,5.659,2.892,3.065,50.336,44.887,4.919,101.942,1481.547,0.0,normal,0
2025-01-08 21:00:00,PUMP-101,pump,2.248,6.266,2.985,2.972,49.084,45.698,4.864,96.839,1483.121,0.0,normal,0
2025-01-08 22:00:00,PUMP-101,pump,2.259,6.434,2.925,2.94,49.328,44.572,5.039,100.893,1475.834,0.0,normal,0
2025-01-08 23:00:00,PUMP-101,pump,1.973,6.147,2.875,3.001,51.477,43.742,5.055,102.283,1490.793,0.0,normal,0
2025-01-09 00:00:00,PUMP-101,pump,1.943,5.886,3.051,3.079,49.457,43.894,5.023,102.405,1482.349,0.0,normal,0
2025-01-09 01:00:00,PUMP-101,pump,2.219,6.182,3.039,3.018,50.462,44.574,5.097,99.147,1483.565,0.0,normal,0
2025-01-09 02:00:00,PUMP-101,pump,1.834,5.877,2.821,2.934,48.129,44.001,5.009,102.33,1471.959,0.0,normal,0
2025-01-09 03:00:00,PUMP-101,pump,1.866,6.374,2.988,3.123,51.862,45.328,5.039,101.855,1475.886,0.0,normal,0
2025-01-09 04:00:00,PUMP-101,pump,2.096,5.267,3.1,3.158,50.603,44.627,5.03,105.145,1486.189,0.0,normal,0
2025-01-09 05:00:00,PUMP-101,pump,1.941,5.866,3.106,3.049,49.818,46.9,4.991,98.5,1481.434,0.0,normal,0
2025-01-09 06:00:00,PUMP-101,pump,1.999,5.204,3.103,3.097,50.576,43.61,4.947,98.985,1470.431,0.0,normal,0
2025-01-09 07:00:00,PUMP-101,pump,1.975,5.402,3.004,3.124,48.59,45.163,5.221,99.388,1485.191,0.0,normal,0
